Nummer,Datum,verwendbar?,URL,login url,HTML Element mit webauthn,Passkey/FedCm unterstützung,funktionale Eigenschaften,statische Eigenschaften,Bemerkung,thirdparty auth with passkeys
72,10. Juli 2025,ja,https://www.nintendo.com/de-de/,https://accounts.nintendo.com/login?post_login_redirect_uri=https%3A%2F%2Faccounts.nintendo.com%2Fconnect%2F1.0.0%2Fauthorize%3Fresponse_type%3Dcode%2Bid_token%2Btoken%26client_id%3Df9a80c41a802ed10%26redirect_uri%3Dhttps%253A%252F%252Fwww.nintendo.com%26scope%3DeshopDemo%2BeshopDevice%2BeshopPrice%2BmissionStatus%2BmissionStatus%253Aprogress%2Bopenid%2BpointWallet%2Buser%2Buser.birthday%2Buser.email%2Buser.links%255B%255D.id%2Buser.membership%2Buser.mii%2Buser.wishlist%2BuserNotificationMessage%253AanyClients%2BuserNotificationMessage%253AanyClients%253Awrite%26state%3D451be05904d8826836cd93b512315cd1%26response_mode%3Dweb_message%26web_message_uri%3Dhttps%253A%252F%252Faccounts.nintendo.com%26web_message_target%3Dop-frame%26prompt%3Dconsent%26interacted%3D1&type=mixed,"<button id=""login-form_pc_a_2"" type=""button"" aria-label=""Anmelden"" class=""c-btn c-btn-medium c-btn-secondary"">Anmelden</button> <input id=""login-form-id"" type=""text"" name=""subject_id"" placeholder=""E-Mail-Adresse/Anmelde-ID"" required=""required"" autocapitalize=""none"" autocorrect=""off"" autocomplete=""webauthn"">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login, passkey button","Conditional UI, navigator.credentials.create({publicKey:, navigator.credentials.get vorhanden, obfuscated js, one line js",login token?,"apple, google"
73,10. Juli 2025,ja,https://my.gov.au/,https://login.my.gov.au/las/mygov-login?execution=e1s1,"<a class=""button-digital-identity"" id=""passkey-signin-btn"" onclick=""authenticatePasskey()"" tabindex=""0"" style=""display: flex;"">
<img class=""passkey-icon"" src=""/mygov/content/mgv2/icons/FIDO_Passkey_mark_A_black.svg"" alt="""">
Sign in with passkey
</a>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js, one line js",,
74,10. Juli 2025,ja,https://my.konami.net/de,https://my.konami.net/de/signin,"<button type=""button"" id=""login-passkey-form-login-button-id"" class=""Button_button__submit--default__yorRK btn""><div class=""d-flex justify-content-center align-items-center""><span style=""box-sizing: border-box; display: inline-block; overflow: hidden; width: initial; height: initial; background: none; opacity: 1; border: 0px; margin: 0px; padding: 0px; position: relative; max-width: 100%;""><span style=""box-sizing: border-box; display: block; width: initial; height: initial; background: none; opacity: 1; border: 0px; margin: 0px; padding: 0px; max-width: 100%;""><img style=""display: block; max-width: 100%; width: initial; height: initial; background: none; opacity: 1; border: 0px; margin: 0px; padding: 0px;"" alt="""" aria-hidden=""true"" src=""data:image/svg+xml,%3csvg%20xmlns=%27http://www.w3.org/2000/svg%27%20version=%271.1%27%20width=%2723%27%20height=%2723%27/%3e""></span><img alt="""" src=""/images/ico/passkey_white.svg"" decoding=""async"" data-nimg=""intrinsic"" style=""position: absolute; inset: 0px; box-sizing: border-box; padding: 0px; border: medium; margin: auto; display: block; width: 0px; height: 0px; min-width: 100%; max-width: 100%; min-height: 100%; max-height: 100%;"" srcset=""/images/ico/passkey_white.svg 1x, /images/ico/passkey_white.svg 2x""></span><span class=""ms-1"">Anmeldung mit einem Hauptschlüssel</span></div></button> <input placeholder=""KONAMI ID / E-mail address"" autocomplete=""username webauthn"" id=""login-select-form-id"" class=""form-control"" value="""">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login, passkey button","Conditional UI, navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js, one line js",,
75,10. Juli 2025,ja,https://www.papermark.com/de,https://app.papermark.com/login,"<button class=""rounded-md text-sm ring-offset-background focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-ring focus-visible:ring-offset-2 disabled:pointer-events-none disabled:opacity-50 gap-2 [&_svg]:pointer-events-none [&_svg]:size-5 [&_svg]:shrink-0 transition-colors h-10 px-4 py-2 flex w-full items-center justify-center space-x-2 border border-gray-300 bg-gray-100 font-normal text-gray-900 hover:bg-gray-200 hover:text-gray-900""><svg width=""16"" height=""16"" viewBox=""0 0 16 16"" fill=""currentColor"" class=""h-4 w-4"" shape-rendering=""geometricPrecision""><path d=""M2.743 4.757a3.757 3.757 0 1 1 5.851 3.119 5.991 5.991 0 0 1 2.15 1.383c.17.17.257.405.258.646.003.598.001 1.197 0 1.795L11 12.778v.721a.5.5 0 0 1-.5.5H1.221a.749.749 0 0 1-.714-.784 6.004 6.004 0 0 1 3.899-5.339 3.754 3.754 0 0 1-1.663-3.119Z""></path><path d=""M15.75 6.875c0 .874-.448 1.643-1.127 2.09a.265.265 0 0 0-.123.22v.59c0 .067-.026.13-.073.177l-.356.356a.125.125 0 0 0 0 .177l.356.356c.047.047.073.11.073.176v.231c0 .067-.026.13-.073.177l-.356.356a.125.125 0 0 0 0 .177l.356.356c.047.047.073.11.073.177v.287a.247.247 0 0 1-.065.168l-.8.88a.52.52 0 0 1-.77 0l-.8-.88a.247.247 0 0 1-.065-.168V9.185a.264.264 0 0 0-.123-.22 2.5 2.5 0 1 1 3.873-2.09ZM14 6.5a.75.75 0 1 0-1.5 0 .75.75 0 0 0 1.5 0Z""></path></svg><span>Continue with a passkey</span></button>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.get vorhanden, obfuscated js, one line js",,google
76,10. Juli 2025,ja,https://www.pastery.net/,https://www.pastery.net/login/,"<button id=""webauthin-login"">
<img src=""/static/images/token.1e3221e3a0d9.svg"">
login using a hardware token
</button>",Passkey,"get methode, methode vor login, passkey button",navigator.credentials.get({publicKey:) vorhanden,,
77,10. Juli 2025,ja,https://pixiv.net/,https://accounts.pixiv.net/login?return_to=https%3A%2F%2Fwww.pixiv.net%2Fen%2F&lang=en&source=pc&view_type=page,"<input type=""text"" style=""padding-right: 8px;"" autocomplete=""username webauthn"" placeholder=""E-mail address or pixiv ID"" autocapitalize=""none"" class=""sc-bn9ph6-6 bPiRpa"" value="""">  <button type=""button"" class=""charcoal-button sc-2o1uwj-10 iCIoch"" data-variant=""Default"" data-full-width=""true"">Log in with passkey</button>",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login, passkey button","Conditional UI, navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js, one line js",,"X, apple, google"
78,10. Juli 2025,ja,https://www.playstation.com/de-de/,https://my.account.sony.com/sonyacct/signin/?duid=000000070009010052965e3c9576597efa532d4692cb430811aea154f828fb3464bb8fd66d3839c2&response_type=code&client_id=e4a62faf-4b87-4fea-8565-caaabb3ac918&scope=web%3Acore&access_type=offline&state=6530d8364d5f940a04d1bcd5d405698335b326f2256b658c7fd158c0b08475da&service_entity=urn%3Aservice-entity%3Apsn&ui=pr&smcid=web%3Apdc&redirect_uri=https%3A%2F%2Fweb.np.playstation.com%2Fapi%2Fsession%2Fv1%2Fsession%3Fredirect_uri%3Dhttps%253A%252F%252Fio.playstation.com%252Fcentral%252Fauth%252Flogin%253Flocale%253Dde_DE%2526postSignInURL%253Dhttps%25253A%25252F%25252Fwww.playstation.com%25252Fde-de%25252F%2526cancelURL%253Dhttps%25253A%25252F%25252Fwww.playstation.com%25252Fde-de%25252F%26x-psn-app-ver%3D%2540sie-ppr-web-session%252Fsession%252Fv5.40.7&auth_ver=v3&error=login_required&error_code=4165&error_description=User+is+not+authenticated&no_captcha=true&cid=275519ce-2614-4b00-8027-a1e185010c4e#/signin/input/id,"<input aria-label=""Anmelde-ID (E-Mail-Adresse). Dies ist ein Pflichtfeld."" data-qa=""#input"" class=""psw-t-body psw-m-r-3 psw-c-bg-0 psw-fill-x"" id=""signin-entrance-input-signinId"" type=""email"" placeholder="""" maxlength=""64"" autocomplete=""username webauthn"" required="""" value="""">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login",navigator.credentials.get vorhanden,,
79,10. Juli 2025,ja,https://poblano.jp/,https://poblano.jp/login,"<button data-phx-id=""m19-phx-GFD3wv9YbO-qCmCB"" type=""submit"" class=""button is-secondary is-outline is-large"" name=""submit"" data-pob-analytics-event=""passkey_login_start"">

<span data-phx-id=""m20-phx-GFD3wv9YbO-qCmCB"" class=""icon has-text-after"">
<span class=""icon-svg"">
<svg data-phx-id=""m21-phx-GFD3wv9YbO-qCmCB"" icon=""scan-face"" aria-hidden=""true"" xmlns=""http://www.w3.org/2000/svg"" width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" stroke=""currentColor"" stroke-width=""2"" stroke-linecap=""round"" stroke-linejoin=""round"">
<path d=""M3 7V5a2 2 0 0 1 2-2h2""></path>
<path d=""M17 3h2a2 2 0 0 1 2 2v2""></path>
<path d=""M21 17v2a2 2 0 0 1-2 2h-2""></path>
<path d=""M7 21H5a2 2 0 0 1-2-2v-2""></path>
<path d=""M8 14s1.5 2 4 2 4-2 4-2""></path>
<path d=""M9 9h.01""></path>
<path d=""M15 9h.01""></path>
</svg>
</span>
<span class=""icon-text"">Log in with Face ID/Biometrics</span>
</span>

</button>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js",,"apple, google"
80,10. Juli 2025,ja,https://www.roblox.com/de,https://www.roblox.com/de/login,"<input id=""login-username"" name=""username"" type=""text"" class=""form-control input-field"" autocomplete=""username webauthn"" placeholder=""Benutzer/E-Mail/Telefon"" value="""">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login","Conditional UI, navigator.credentials methoden selbst implementiert, navigator.credentials.get({publicKey:) vorhanden, obfuscated js",,
81,10. Juli 2025,ja,https://salad.com/,https://salad.com/login?redirect_uri=store,"<button type=""button"" class=""css-187tor3 e1mpl7cw11""><span class=""css-1fmv41u e1mpl7cw9""><img src=""/login/static/media/Key.7dea776407d4e4f2d413b4f277d00966.svg"" style=""width: 16px; height: 16px; position: relative; top: 3px;"" alt=""Login key""></span><span class=""css-rrm59m e1mpl7cw10"">Login with Passkey</span></button>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.get({publicKey:) vorhanden, obfuscated js, one line js",agree to terms bevor button enabled ist,google
82,10. Juli 2025,ja,https://shop.app/,https://shop.app/,"<button data-testid=""PasskeyLink"" type=""button"" aria-disabled=""false"" class=""group/button relative flex items-center justify-center whitespace-nowrap outline-none transition-all focus-visible:ring disabled:cursor-not-allowed disabled:bg-grayscale-l6 disabled:text-grayscale-l40 disabled:focus-visible:ring-0 w-full rounded-10 px-12 py-8 text-button-medium text-grayscale-d100 focus-visible:ring-grayscale-l20 enabled:hover:bg-grayscale-l5 disabled:!bg-transparent""><svg height=""16"" role=""img"" width=""16"" class=""mr-4 group-data-loading/button:opacity-0""><use href=""/pay/assets/sprite.svg#passkey""></use></svg><span class=""overflow-hidden text-ellipsis text-nowrap opacity-100 transition-opacity data-loading:invisible group-data-loading/button:opacity-0"">Mit einem Passkey anmelden</span></button>  <input aria-describedby=""email-form-description"" aria-invalid=""false"" autocomplete=""email webauthn"" id=""IdentityEmailForm-input"" placeholder=""E-Mail"" required="""" type=""email"" class=""peer/input w-full appearance-none text-ellipsis rounded-16 border-[1px] border-grayscale-l20 bg-grayscale-l0 px-16 py-[18px] text-body-large text-grayscale-d100 outline-none ring-inset ring-grayscale-d100 transition-all duration-100 placeholder:text-grayscale-d50 focus-visible:border-grayscale-d100 focus-visible:pb-10 focus-visible:pt-[26px] focus-visible:outline-none focus-visible:ring-[.75px] disabled:opacity-50 aria-invalid:border-poppy-d50 aria-invalid:text-poppy-d50 aria-invalid:ring-[.75px] aria-invalid:ring-poppy-d50 [&:not(:placeholder-shown)]:pb-10 [&:not(:placeholder-shown)]:pt-[26px]"">",Passkey,"autocomplete = webauthn, get methode, methode vor login, passkey button",navigator.credentials.get vorhanden,"anmeldung im modal, rpid von shopify?",
83,10. Juli 2025,ja,https://www.shopify.com/de,https://accounts.shopify.com/lookup?rid=c99555c5-376f-4fda-8ebb-776970c3eee4&verify=1752173577-j04HdQ8TvDHMQy4U7n4Fy2ac%2BCx9UIMcp%2B2M15l72xA%3D,"<button class=""ui-button ui-button--full-width ui-button--size-large passkey-login-button"" id=""web_authn_btn_trigger"" data-bind-event-click=""getLoadingAttestation()"" type=""button"" name=""button"">
<span id=""passkey-available-icon"" class=""next-icon next-icon--size-20 icon-reset"">
<svg width=""20"" height=""20"" viewBox=""0 0 20 20"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M9 3C7.067 3 5.5 4.567 5.5 6.5C5.5 8.433 7.067 10 9 10C10.933 10 12.5 8.433 12.5 6.5C12.5 4.567 10.933 3 9 3ZM7 6.5C7 5.39543 7.89543 4.5 9 4.5C10.1046 4.5 11 5.39543 11 6.5C11 7.60457 10.1046 8.5 9 8.5C7.89543 8.5 7 7.60457 7 6.5Z"" fill=""currentColor""></path>
<path d=""M4.82727 14.9552C5.66915 13.4398 7.26644 12.5 8.99999 12.5C9.4142 12.5 9.74999 12.1642 9.74999 11.75C9.74999 11.3358 9.4142 11 8.99999 11C6.72169 11 4.62247 12.2352 3.51603 14.2268L3.07937 15.0128C2.58406 15.9043 3.22875 17 4.24867 17H10.25C10.6642 17 11 16.6642 11 16.25C11 15.8358 10.6642 15.5 10.25 15.5H4.52463L4.82727 14.9552Z"" fill=""currentColor""></path>
<path d=""M15.125 12.5C15.6082 12.5 16 12.1082 16 11.625C16 11.1418 15.6082 10.75 15.125 10.75C14.6418 10.75 14.25 11.1418 14.25 11.625C14.25 12.1082 14.6418 12.5 15.125 12.5Z"" fill=""currentColor""></path>
<path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M17.6745 14.8747C18.3217 14.4561 18.75 13.7281 18.75 12.9V11.625C18.75 9.62297 17.127 8 15.125 8C13.123 8 11.5 9.62297 11.5 11.625V12.9C11.5 13.8004 12.0064 14.5826 12.75 14.9772V16.8509C12.75 17.24 12.8635 17.6207 13.0766 17.9462L13.4986 18.591C14.1635 19.6068 15.5727 19.8007 16.4873 19.0023L17.0399 18.5198C17.7394 17.9091 17.9009 16.9369 17.5338 16.1584C17.7228 15.7633 17.7765 15.3088 17.6745 14.8747ZM14.2026 13.9609C14.1351 13.8353 14.0025 13.75 13.85 13.75C13.3806 13.75 13 13.3694 13 12.9V11.625C13 10.4514 13.9514 9.5 15.125 9.5C16.2986 9.5 17.25 10.4514 17.25 11.625V12.9C17.25 13.3694 16.8694 13.75 16.4 13.75H16.1818C15.9938 13.75 15.8301 13.8537 15.7447 14.0071C15.7202 14.051 15.7021 14.0991 15.6918 14.15C15.6853 14.1823 15.6818 14.2158 15.6818 14.25V14.3215C15.6818 14.4106 15.7056 14.4975 15.75 14.5736C15.7632 14.5961 15.7781 14.6177 15.7948 14.6381L16.1262 15.0431C16.1487 15.0706 16.1672 15.0998 16.1818 15.13C16.2004 15.1685 16.2129 15.2087 16.2194 15.2493C16.2497 15.4405 16.15 15.6426 15.9533 15.7227C15.8642 15.759 15.7958 15.8192 15.75 15.8915C15.6613 16.0314 15.657 16.2166 15.75 16.3612C15.7742 16.3988 15.8049 16.4336 15.8424 16.4642L16.0405 16.6256C16.2807 16.8213 16.2869 17.1861 16.0535 17.3898L15.5008 17.8723C15.2722 18.0719 14.9199 18.0234 14.7536 17.7695L14.3316 17.1247C14.2784 17.0434 14.25 16.9482 14.25 16.8509V14.15C14.25 14.0816 14.2328 14.0172 14.2026 13.9609Z"" fill=""currentColor""></path>
</svg>

</span>
<span id=""passkey-loading-icon"" class=""hidden"">
<span role=""img"" class=""ui-spinner ui-spinner--size-small""></span>
</span>

<p>Mit einem Passkey anmelden</p>
</button>",Passkey,"get methode, methode vor login, passkey button","Conditional UI, navigator.credentials.create({publicKey:, navigator.credentials.get vorhanden, obfuscated js, one line js",,"apple, google"
84,10. Juli 2025,ja,https://www.simply.com/de/,https://www.simply.com/de/controlpanel/login/?return=%2Fde%2Fcontrolpanel%2F,"<button type=""button"" id=""webauthn-start"" class=""btn btn-dark mb-3 btn-block"">
<i class=""far fa-fw fa-key""></i> Passkey                                                </button>",Passkey,"get methode, methode vor login, passkey button","Conditional UI, navigator.credentials.get({publicKey:) vorhanden",,github
85,10. Juli 2025,ja,https://www.spaceship.com/,https://www.spaceship.com/,"<input id=""textfield-username"" autocomplete=""username webauthn"" placeholder=""Enter your username"" name=""username"" data-zid=""textfield-username"" class=""gb-textfield__input gb-input__input"" type=""text"" value="""">",Passkey,"autocomplete = webauthn, get call after side loading, methode vor login",,unperformant,
86,10. Juli 2025,ja,https://squareup.com/,https://app.squareup.com/login?lang_code=en-us,"<market-button-group alignment=""stack"" style="""" class=""market-button-group"" hydrated="""">
<market-button data-test-sign-in-passkeys="""" rank=""secondary"" class=""sign-in-passkeys-button market-button"" name=""passkeys-sign-in-button"" role=""button"" size=""medium"" type=""button"" variant=""regular"" hydrated="""">
<market-accessory slot=""icon"" class=""market-accessory"" hydrated="""">
<svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"" class=""market-icon-blue"" role=""img""><path d=""M10.5 12a4.5 4.5 0 100-9 4.5 4.5 0 000 9zM22.5 12a3.5 3.5 0 10-5 3.15v5.35L19 22l2.5-2.5L20 18l1.5-1.5-1.24-1.24A3.5 3.5 0 0022.5 12zM19 12a1 1 0 110-2 1 1 0 010 2zM14.44 14.02A6 6 0 0012 13.5H9a6 6 0 00-6 6v2h13v-5.51a5.16 5.16 0 01-1.56-1.97z"" fill=""#000""></path></svg>
</market-accessory>
Sign in with a passkey
</market-button>
</market-button-group>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.create({publicKey:, navigator.credentials.get({publicKey:) vorhanden, obfuscated js",,
87,11. Juli 2025,ja,https://milogin.michigan.gov/,https://milogin.michigan.gov/eai/login/authenticate?PolicyId=urn:ibm:security:authentication:asf:basicldapuser&Target=https%3A%2F%2Fmiloginci.michigan.gov%2Foidc%2Fendpoint%2Fdefault%2Fauthorize%3FqsId%3D9045adf9-2cdb-4510-bb7d-984b3eaa4dfc%26client_id%3D28d60358-8345-4827-9a4d-de796b4159c7,"<div class=""btn-content sc-som-button sc-som-button-s"" style=""visibility: visible;""><span class=""icon-block icon-left sc-som-button""><som-icon-fingerprint-recognition display=""block"" class=""som-icon-container som-icon-display-block hydrated""></som-icon-fingerprint-recognition></span>Log In Passwordless</div>  <input id=""userid"" name=""userid"" aria-describedby=""userid-help"" class=""form-control"" type=""text"" value="""" maxlength=""64"" autocomplete=""username webauthn"">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login, passkey button",navigator.credentials.get({publicKey:) vorhanden,,
88,11. Juli 2025,ja,https://stripe.com/de,https://dashboard.stripe.com/login,"<a data-db-analytics-name=""email_password_input_use_passkey_button"" tabindex=""6"" id=""toggle_passkey_mode"" style=""width: 100%;"" role=""button"" class=""⚙ rs-0 rs-1 rs-2 rs-3 rs-1 rs-0 rs-4 rs-5 as-r as-s as-t as-1e as-1f as-1g as-1h as-1i as-k as-7 as-1j as-1k as-1l as-1m as-x as-y as-1n as-1o as-1p as-1q as-1r as-1s as-1t as-1u as-10 as-1v as-1w as-1x as-1y as-1z as-20 as-21 as-22 as-23 as-24 as-25 as-26 as-27 as-28 as-29 as-2a as-2b as-2c ⚙1cqk5u""><span>Mit Passkey anmelden</span></a>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js",,google
89,11. Juli 2025,ja,https://www.sumup.com/en-us/,https://auth.sumup.com/flows/login?client_id=dashboard&locale=en-gb&login_challenge=abdc9f52429142349679a42808a17f5e&redirect_url=%2Flogin,"<input id="":r3:"" class=""cui-input-3cn0"" aria-invalid=""false"" mailto:placeholder=%22you@example.com"" type=""email"" autocomplete=""username webauthn"" name=""username"" value="""">    <span class=""cui-button-content-vmdv""><span class=""cui-button-label-cmag"">Log in with a passkey</span></span>",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login, passkey button","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden",,
90,11. Juli 2025,ja,https://www.swica.ch/de/private,https://idp.swica.ch/auth/ui/app/auth/flow/myswicaweb/password,"<button class=""iam-btn iam-btn-block-level-sm-down iam-float-right iam-btn-outline-primary"" type=""button"" id=""gotoButtonFidoAuth"" title="""">Anmelden mit FIDO</button> <button class=""iam-btn iam-btn-block-level-sm-down iam-float-right iam-btn-outline-primary"" type=""button"" id=""gotoButtonFidoAuth"" title="""">Anmelden mit FIDO</button>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js, one line js",nach anmelden mit FIDO button kommt noch ein anmelde button bevor get methode gecallt wird,
91,11. Juli 2025,ja,https://eduid.ch/,https://login.eduid.ch/idp/profile/oidc/authorize?execution=e1s2,"<input class=""form-control"" type=""email"" id=""username"" data-testid=""login-username-field"" name=""j_username"" mailto:placeholder=%22alex.taylor@example.org"" value="""" autofocus="""" required="""" autocomplete=""email webauthn"">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login","Conditional UI, navigator.credentials.create vorhanden, navigator.credentials.get vorhanden",,
92,11. Juli 2025,ja,https://www.syncfusion.com/,https://www.syncfusion.com/account/login,"<div class=""passkey-btn-section"">
<div>
<img src=""https://cdn.syncfusion.com/content/images/common/social/passkey-stroke-icon.svg"" alt=""Passkey Icon"" width=""17"" height=""17"">
</div>
<div>SIGN IN WITH PASSKEY</div>
</div>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.get({publicKey:) vorhanden, obfuscated js, one line js",,"google, microsoft"
93,11. Juli 2025,ja,https://www.synology.com/de-de,https://account.synology.com/de-de/oauth2/login/home?login_challenge=d555c551ef7049c292e9f9dc1b427c35,"<input id=""email_email_7331"" name=""email"" autocomplete=""webauthn"" placeholder=""Synology-Konto (E-Mail)"" required=""required"" type=""email"">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden",,"apple, google"
94,11. Juli 2025,ja,https://tailscale.com/,https://login.tailscale.com/login?next_url=%2Fwelcome,"<button name=""passkey_sign_in"" type=""submit"" class=""button-logo button-sso"">
<svg version=""1.2"" xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 489 475"" width=""16"" height=""16""><style>.a{fill:#010101}.b{fill:#fcfcfc}</style><path d=""m326 348c0 37.2-0.1 73.8 0.1 110.5 0 3.6-0.8 4.6-4.6 4.6q-157.9-0.2-315.9 0c-3.4 0-4.8-0.4-4.7-4.5 0.7-20.8-1.3-41.7 1-62.4 5-43 25.1-77.7 59.7-103.7 26.6-20 56.8-29.7 90.3-29.5 25.9 0.1 51.9-0.1 77.9 0 19.1 0.1 37.2 4.5 54.8 11.8 2 0.9 3.1 2.1 4 4 8.3 17.2 19.7 32 34.6 43.9 2 1.6 2.9 3.2 2.9 5.8-0.2 6.3-0.1 12.7-0.1 19.5z""></path><path class=""a"" d=""m300.9 104.4c1.7 48.7-17.9 85.7-60.6 108.4-67.8 36-150.6-6-163.1-81.8-10.3-62.5 34.5-122.4 97.2-129.9 60.6-7.2 115.4 33.8 125.4 93.9 0.5 2.9 0.7 5.9 1.1 9.4z""></path><path class=""a"" d=""m348.4 155.3c34.5-24.2 77.3-23.1 108.5 2.7 48.9 40.4 39.7 118-17.3 146-2.1 1-4.1 2-7.1 3.4 9.4 9.2 18.4 18.3 27.6 27 3.1 2.8 3 4.4 0 7.2-10.5 10.2-20.7 20.8-31.2 31-2.2 2.2-2.5 3.3-0.1 5.7 10.7 10.4 21.2 21.2 31.9 31.7 2.6 2.5 2.3 3.8-0.1 6.1-18.8 18.7-37.6 37.4-56.2 56.3-2.8 2.8-4.3 2.5-6.9-0.1q-15.2-15.6-30.7-30.8c-2.5-2.4-3.4-4.9-3.4-8.3 0.1-41.3 0.1-82.7 0.1-124 0-3-0.5-5-3.6-6.7-56.8-31-62.8-106.6-11.5-147.2z""></path><path class=""b"" d=""m386.5 220.6c-15.5-13.3-13.1-34.9 4.5-42.8 10.4-4.7 22.9-1.4 29.9 7.8 6.8 8.9 6.6 21.7-0.5 30.5-7.3 8.9-19.4 11.7-29.7 6.9-1.4-0.6-2.6-1.4-4.2-2.4z""></path></svg> Sign in with a passkey
</button>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.create({publicKey:, navigator.credentials.get({publicKey:) vorhanden",,"apple, github, google, microsoft"
95,11. Juli 2025,ja,https://www.target.com/,https://www.target.com/login?client_id=ecom-web-1.0.0&ui_namespace=ui-default&back_button_action=browser&keep_me_signed_in=true&kmsi_default=false&actions=create_session_request_username,"<input autocomplete=""username webauthn"" autocorrect=""off"" id=""username"" inputmode=""email"" maxlength=""254"" minlength=""1"" required="""" placeholder="" "" type=""text"" value="""" name=""username""> <button class=""styles_ndsBaseButton__W8Gl7 styles_lg___H2IL styles_lgGap__bPB7P styles_fullWidth__3XX6f styles_ndsButton__XOOOH styles_lg__T5sAi styles_filleddefault__7QnWt"" type=""button""><svg viewBox=""0 0 24 24"" class=""h-margin-r-tight"" color=""white"" height=""28"" width=""28""><use href=""/icons/AuthPasskeyFill.svg#AuthPasskeyFill"" xlink:href=""/icons/AuthPasskeyFill.svg#AuthPasskeyFill""></use></svg>Sign in with passkey</button>",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login, passkey button","Conditional UI, navigator.credentials.create({publicKey:, navigator.credentials.get vorhanden, obfuscated js",,
96,11. Juli 2025,ja,https://techbookfest.org/,https://techbookfest.org/user/signin,"<input aria-invalid=""false"" autocomplete=""email webauthn"" id=""email"" type=""email"" class=""MuiInputBase-input MuiOutlinedInput-input css-1x5jdmq"" value=""""> <button class=""MuiButtonBase-root MuiButton-root MuiButton-contained MuiButton-containedPrimary MuiButton-sizeMedium MuiButton-containedSizeMedium MuiButton-colorPrimary MuiButton-root MuiButton-contained MuiButton-containedPrimary MuiButton-sizeMedium MuiButton-containedSizeMedium MuiButton-colorPrimary css-1naz2q8"" tabindex=""0"" type=""button"" style=""color: rgb(255, 255, 255); width: 200px; align-self: center;"">パスキーでログイン<span class=""MuiTouchRipple-root css-w0pj6f""></span></button>",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login, passkey button","navigator.credentials.create({publicKey:, navigator.credentials.get({publicKey:) vorhanden",,"X, github, google"
97,11. Juli 2025,ja,https://tender.run/,https://app.tender.run/login,"<input type=""text"" autocomplete=""username webauthn"" placeholder=""Enter your email..."" class=""bp4-input Auth-input"" value=""""> <button type=""submit"" class=""bp4-button bp4-disabled bp4-fill bp4-intent-primary Auth-button"" disabled="""" tabindex=""-1""><span class=""bp4-button-text"">Login with a passkey</span><svg xmlns=""http://www.w3.org/2000/svg"" width=""16"" height=""16"" viewBox=""0 0 24 24"" fill=""none"" stroke=""currentColor"" stroke-width=""2"" stroke-linecap=""round"" stroke-linejoin=""round"" class=""lucide lucide-arrow-right bp4-icon""><path d=""M5 12h14""></path><path d=""m12 5 7 7-7 7""></path></svg></button>",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login, passkey button","navigator.credentials.create({publicKey:, navigator.credentials.get({publicKey:) vorhanden",,"apple, google"
